,uid,title,genre,aired,episodes,members,popularity,ranked,score
17145,7575,Oh! Family,"['Slice of Life', 'Comedy', 'Romance', 'Drama', 'Shoujo']","Oct 6, 1986 to Mar 30, 1987",26.0,533,10856,7498.0,6.21
17150,24835,Mobile Suit Gundam-san,"['Comedy', 'Parody', 'Mecha']","Jul 6, 2014 to Sep 28, 2014",13.0,5450,5559,7495.0,6.21
17160,24417,Maido! Urayasu Tekkin Kazoku,"['Comedy', 'Shounen']","Jul 6, 2014 to Dec 28, 2014",25.0,649,10439,7491.0,6.21
17164,23735,Kenzen Robo Daimidaler Specials,"['Ecchi', 'Comedy', 'Mecha', 'Seinen']","Jul 25, 2014 to Dec 24, 2014",6.0,5891,5390,7487.0,6.21
17184,15883,Fantasista Doll,"['Sci-Fi', 'Magic', 'Fantasy']","Jul 7, 2013 to Sep 29, 2013",12.0,22916,2986,7480.0,6.21
17195,2823,Barbapapa,"['Fantasy', 'Comedy']","Oct 13, 1974 to Sep 28, 1975",45.0,1907,8058,7472.0,6.21
17198,8812,Alice SOS,['Adventure'],"Apr 6, 1998 to Jan 28, 1999",28.0,1270,9013,7469.0,6.21
17200,8216,Aa Harimanada,"['Sports', 'Martial Arts', 'Seinen']","Apr 23, 1992 to Oct 1, 1992",23.0,1125,9276,7468.0,6.21
17208,5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,['Mecha'],"Oct 22, 1997 to Dec 28, 1997",2.0,529,10878,7464.0,6.22
17211,20053,Wizard Barristers: Benmashi Cecil,"['Action', 'Police', 'Magic', 'Fantasy']","Jan 13, 2014 to Mar 31, 2014",12.0,48626,1936,7462.0,6.22
17212,30385,Valkyrie Drive: Mermaid,"['Action', 'Ecchi', 'Fantasy', 'Shoujo Ai']","Oct 10, 2015 to Dec 26, 2015",12.0,85018,1288,7461.0,6.22
17213,10306,Umi Monogatari: Kanon to Iku Amamikoshima,['Comedy'],"Oct 28, 2009 to Mar 26, 2010",13.0,1546,8547,7459.0,6.22
17218,176,Triangle Heart: Sweet Songs Forever,"['Adventure', 'Romance']","Jul 24, 2003 to Dec 26, 2003",4.0,5650,5475,7456.0,6.22
17221,36316,Shichisei no Subaru,"['Action', 'Fantasy', 'Game', 'Sci-Fi']","Jul 6, 2018 to Sep 21, 2018",12.0,75742,1417,7451.0,6.22
17240,9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"['Harem', 'Comedy', 'Romance', 'Ecchi']","Jan 9, 2011 to Mar 27, 2011",12.0,67609,1545,7444.0,6.22
17244,749,Nanami-chan,"['Kids', 'Comedy']","Oct 2, 2004 to Jan 8, 2005",12.0,1035,9439,7442.0,6.22
17249,20835,Joshikousei Nobunaga-chan!!,"['Comedy', 'Ecchi', 'School']","Aug 12, 2010 to Feb 10, 2012",10.0,823,9925,7436.0,6.22
17250,498,Haja Taisei Dangaiou,"['Action', 'Sci-Fi', 'Adventure', 'Mecha']","Sep 28, 1987 to Jul 25, 1989",3.0,4208,6155,7434.0,6.22
17256,33498,Ganbare! Kickers Specials,"['Drama', 'Shounen', 'Sports']","Jan 5, 1988",3.0,454,11221,7429.0,6.22
17257,38719,Fight League: Gear Gadget Generators,"['Action', 'Sci-Fi', 'Mecha']","Feb 14, 2019 to Aug 8, 2019",26.0,2418,7515,7428.0,6.22
17261,23333,DRAMAtical Murder,"['Action', 'Sci-Fi', 'Super Power', 'Psychological']","Jul 7, 2014 to Sep 22, 2014",12.0,117032,963,7427.0,6.22
17265,34940,Dongguo Xiaojie,"['Adventure', 'Historical', 'Demons', 'Supernatural']","Dec 26, 2016 to Apr 10, 2017",15.0,1667,8380,7426.0,6.22
17267,4014,Choujin Locke: Lord Leon,"['Action', 'Sci-Fi', 'Super Power']","Oct 25, 1989 to Dec 16, 1989",3.0,877,9802,7425.0,6.22
17269,34548,Cheer Danshi!! Specials,"['Sports', 'School']","Dec 22, 2016",2.0,2073,7881,7424.0,6.22
17271,3637,Bouken Yuuki Pluster World,"['Action', 'Sci-Fi', 'Adventure', 'Shounen']","Apr 3, 2003 to Mar 25, 2004",52.0,598,10602,7423.0,6.22
17288,38895,Double Decker! Doug & Kirill: Extra,"['Action', 'Sci-Fi', 'Comedy', 'Police']","Feb 10, 2019 to Apr 10, 2019",3.0,4543,5995,2699.0,7.26
17297,1778,Dae Jang Geum: Jang Geum's Dream,"['Adventure', 'Comedy', 'Historical']","Oct 29, 2005 to Apr 29, 2006",26.0,2275,7638,2694.0,7.26
17307,3088,Tokyo Marble Chocolate,"['Slice of Life', 'Romance']","Dec 5, 2007",2.0,20371,3162,2687.0,7.27
17309,3000,Taiho Shichau zo: Full Throttle,"['Action', 'Comedy', 'Police', 'Shounen']","Oct 5, 2007 to Mar 28, 2008",23.0,6989,5020,2686.0,7.27
17310,18277,Strike the Blood,"['Action', 'Harem', 'Supernatural', 'Ecchi', 'Vampire', 'Fantasy', 'School']","Oct 4, 2013 to Mar 28, 2014",24.0,405376,204,2685.0,7.27
17311,1965,Sola,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']","Apr 7, 2007 to Jun 30, 2007",13.0,85709,1263,2684.0,7.27
17312,100,Shin Shirayuki-hime Densetsu Prétear,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo', 'Super Power']","Apr 4, 2001 to Jun 27, 2001",13.0,48289,1943,2683.0,7.27
17316,1823,Shin Hakkenden,"['Action', 'Adventure', 'Martial Arts', 'Sci-Fi']","Apr 3, 1999 to Sep 25, 1999",26.0,4233,6137,2682.0,7.27
17317,37396,Shikioriori,"['Drama', 'Romance', 'Slice of Life']","Aug 4, 2018",3.0,56110,1767,2681.0,7.27
17334,5628,21 Emon,"['Space', 'Comedy', 'Sci-Fi']","May 2, 1991 to Mar 26, 1992",39.0,585,10644,7420.0,6.22
17336,2516,Uchuu no Senshi,"['Space', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']","Oct 25, 1988 to Dec 17, 1988",6.0,4185,6169,7417.0,6.23
17337,346,W: Wish,"['Drama', 'Harem', 'Romance', 'School', 'Slice of Life']","Oct 3, 2004 to Dec 26, 2004",13.0,12793,3909,7418.0,6.23
17341,10349,Suzy's Zoo: Daisuki! Witzy,['Kids'],"Apr 3, 2011 to Oct 4, 2011",25.0,491,11046,7413.0,6.23
17343,9799,Shin-Men,"['Action', 'Comedy', 'Super Power', 'Seinen']","Nov 26, 2010 to Sep 14, 2012",13.0,996,9525,7411.0,6.23
17365,2083,Natsuki Crisis,"['Action', 'Martial Arts', 'School']","Feb 23, 1994 to Apr 21, 1994",2.0,1930,8037,7402.0,6.23
17369,31422,Minami Kamakura Koukou Joshi Jitenshabu,"['Sports', 'School', 'Shounen']","Jan 7, 2017 to Mar 25, 2017",12.0,15095,3654,7398.0,6.23
17370,2226,Mori no Tonto-tachi,"['Fantasy', 'Kids']","Oct 5, 1984 to Mar 29, 1985",23.0,458,11187,7401.0,6.23
17371,16131,Machine Robo: Butchigiri Battle Hackers,"['Action', 'Mecha', 'Sci-Fi']","Jun 3, 1987 to Dec 30, 1987",31.0,459,11196,7397.0,6.23
17373,511,Kidou Shinsengumi Moeyo Ken TV,"['Adventure', 'Comedy', 'Historical', 'Fantasy']","Jul 2, 2005 to Sep 24, 2005",13.0,4451,6028,7394.0,6.23
17377,37555,Hangyakusei Million Arthur,"['Action', 'Adventure', 'Fantasy', 'Magic']","Oct 25, 2018 to Dec 27, 2018",10.0,18754,3303,7386.0,6.23
17378,37755,Golden Kamuy: Golden Douga Gekijou,['Comedy'],"Apr 16, 2018 to Dec 18, 2018",22.0,2907,7095,7384.0,6.23
17385,36942,Cinderella Girls Gekijou 2nd Season Specials,"['Slice of Life', 'Comedy']","Nov 29, 2017 to Jan 24, 2018",3.0,1253,9061,7379.0,6.23
17388,32878,ēlDLIVE,"['Action', 'Sci-Fi', 'Space', 'Police', 'Shounen']","Jan 8, 2017 to Mar 26, 2017",12.0,38062,2260,7377.0,6.23
17391,231,Asagiri no Miko,"['Action', 'Comedy', 'Supernatural', 'Fantasy', 'Seinen']","Jul 4, 2002 to Dec 26, 2002",26.0,6049,5334,7375.0,6.23
17393,24531,Ane Log: Moyako Neesan no Tomaranai Monologue,"['Comedy', 'Ecchi', 'School', 'Shounen']","Sep 16, 2014 to Apr 15, 2015",3.0,21598,3075,7373.0,6.23
17394,309,Akahori Gedou Hour Rabuge,"['Comedy', 'Magic', 'Parody']","Jul 5, 2005 to Sep 27, 2005",13.0,4411,6046,7372.0,6.23
17396,2566,Uchuujin Tanaka Tarou,"['Comedy', 'School', 'Shounen']","Apr 17, 2000 to Mar 26, 2001",24.0,639,10460,7371.0,6.24
17398,3975,Uchi no 3 Shimai,"['Slice of Life', 'Comedy']","Apr 8, 2008 to Mar 30, 2010",102.0,426,11343,7370.0,6.24
17399,34197,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",['Mystery'],"Dec 22, 2016",2.0,5300,5622,7369.0,6.24
17400,927,Transformers Superlink,"['Sci-Fi', 'Adventure', 'Space', 'Mecha']","Jan 9, 2004 to Dec 24, 2004",51.0,3722,6468,7368.0,6.24
17403,31221,Tantei Team KZ Jiken Note,"['Mystery', 'School']","Oct 7, 2015 to Jan 27, 2016",16.0,12000,4015,7365.0,6.24
17404,10594,Tokimeki Tonight Recaps,"['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Vampire']",1988,2.0,442,11262,7367.0,6.24
17405,4451,Tanin no Kankei,"['Comedy', 'Ecchi', 'Romance', 'School']","Aug 26, 1994 to Oct 21, 1994",2.0,1475,8677,7364.0,6.24
17408,32309,Tabi Machi Late Show,"['Slice of Life', 'Drama']","Jan 8, 2016 to Jan 29, 2016",4.0,7460,4893,7363.0,6.24
17419,7004,Shin Calimero,['Comedy'],"Oct 15, 1992 to Sep 9, 1993",52.0,1514,8610,7359.0,6.24
17421,1508,Sci-fi Harry,"['Drama', 'Horror', 'Sci-Fi']","Oct 6, 2000 to Mar 23, 2001",20.0,6711,5111,7357.0,6.24
17422,4719,Queen's Blade: Rurou no Senshi,"['Action', 'Adventure', 'Ecchi', 'Fantasy']","Apr 2, 2009 to Jun 18, 2009",12.0,70716,1487,7355.0,6.24
17423,10869,Scan2Go,"['Game', 'Cars', 'Space', 'Kids']","Aug 9, 2010 to Mar 29, 2011",52.0,1549,8559,7356.0,6.24
17424,34799,PriPri Chii-chan!!,"['Sci-Fi', 'Comedy', 'Shoujo']","Apr 15, 2017 to Dec 16, 2017",36.0,2425,7492,7354.0,6.24
17425,7468,Princess Lover! Picture Drama,"['Harem', 'Comedy', 'Ecchi', 'School']","Oct 23, 2009 to Mar 25, 2010",6.0,10012,4342,7353.0,6.24
17426,10330,Bakugan Battle Brawlers: Mechtanium Surge,"['Action', 'Adventure', 'Fantasy', 'Game', 'Shounen']","Feb 13, 2011 to Jan 26, 2012",46.0,21757,3059,7378.0,6.23
17427,10177,DD Hokuto no Ken,"['Parody', 'Seinen']","Jan 12, 2011 to Apr 6, 2011",12.0,3550,6591,7380.0,6.23
17432,12579,Itsuka Tenma no Kuro Usagi Picture Drama,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural', 'Vampire']","Sep 30, 2011 to Feb 24, 2012",6.0,5356,5595,7388.0,6.23
17442,21809,Kenzen Robo Daimidaler,"['Ecchi', 'Comedy', 'Mecha', 'Seinen']","Apr 5, 2014 to Jun 21, 2014",12.0,50391,1887,7393.0,6.23
17461,33808,Girlfriend (Note),"['Music', 'School']","Oct 22, 2016 to Nov 5, 2016",3.0,2893,7096,7431.0,6.22
17462,4614,Moero Arthur: Hakuba no Ouji,"['Adventure', 'Romance', 'Historical', 'Drama']","Apr 6, 1980 to Sep 21, 1980",22.0,514,10940,7439.0,6.22
17463,10562,Machine Hayabusa,"['Action', 'Cars', 'Sports', 'Shounen']","Apr 2, 1976 to Sep 17, 1976",21.0,523,10901,7438.0,6.22
17465,7705,Starry☆Sky,"['Harem', 'School', 'Shoujo']","Dec 23, 2010 to Jun 16, 2011",26.0,44670,2043,7454.0,6.22
17466,648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"['Comedy', 'Drama', 'Harem', 'Romance', 'Sci-Fi']","Jun 30, 2004 to Sep 22, 2004",13.0,6486,5171,7458.0,6.22
17467,3956,Shakugan no Shana II (Second) Specials,"['Comedy', 'Parody']","Jan 25, 2008 to Oct 19, 2009",3.0,38570,2237,2680.0,7.27
17468,3624,Seimei no Kagaku: Micro Patrol,['Adventure'],1991,26.0,1706,8304,2679.0,7.27
17469,37940,Yatogame-chan Kansatsu Nikki,"['Slice of Life', 'Comedy', 'School', 'Shounen']","Apr 4, 2019 to Jun 20, 2019",12.0,15416,3642,7464.0,6.22
17473,6512,Nyan Koi!,"['Harem', 'Comedy', 'Romance']","Oct 2, 2009 to Dec 18, 2009",12.0,198169,540,2676.0,7.27
17475,11835,Qin Shi Ming Yue: Zhu Zi Bai Jia,"['Action', 'Historical', 'Martial Arts', 'Fantasy']","Jun 10, 2010 to 2011",34.0,922,9693,2678.0,7.27
17479,24455,Madan no Ou to Vanadis,"['Adventure', 'Ecchi', 'Fantasy', 'Harem', 'Romance']","Oct 4, 2014 to Dec 27, 2014",13.0,217451,495,2671.0,7.27
17480,21863,Mangaka-san to Assistant-san to The Animation,"['Comedy', 'Ecchi', 'Harem', 'Seinen', 'Slice of Life']","Apr 8, 2014 to Jun 24, 2014",12.0,186919,581,2672.0,7.27
17489,837,Kyou no 5 no 2,"['Comedy', 'Ecchi', 'School', 'Seinen']","Mar 24, 2006 to Mar 21, 2007",4.0,26334,2760,2670.0,7.27
17490,3485,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,"['Sci-Fi', 'Comedy', 'Mecha']","Sep 10, 2004 to Sep 27, 2006",26.0,17462,3417,2669.0,7.27
17499,9520,Zero Tester,"['Action', 'Sci-Fi', 'Adventure', 'Mecha']","Oct 1, 1973 to Jun 17, 1974",38.0,401,11492,7467.0,6.22
17506,28921,Disney Tsum Tsum,['Kids'],"Mar 22, 2015 to 2017",36.0,720,10191,7474.0,6.21
17507,3251,Hatara Kids Mai Ham Gumi,"['Action', 'Kids']","Oct 7, 2007 to Oct 5, 2008",50.0,339,11858,7483.0,6.21
17509,13177,Little Charo,['Slice of Life'],"Apr 2, 2008 to Mar 25, 2009",50.0,291,12229,7489.0,6.21
17510,32817,Teekyuu 7 Specials,"['Comedy', 'Sports', 'Shounen']","May 27, 2016",2.0,2016,7952,7506.0,6.21
17511,4616,Yumemiru Topo Gigio,"['Kids', 'Adventure', 'Comedy']","Oct 7, 1988 to Dec 30, 1988",13.0,650,10419,7514.0,6.21
17515,8240,Wanpaku Oomukashi Kum Kum,"['Kids', 'Adventure', 'Comedy', 'Historical']","Oct 3, 1975 to Mar 26, 1976",26.0,442,11265,7552.0,6.2
17527,141,Jinki:Extend,"['Mecha', 'Sci-Fi']","Jan 6, 2005 to Mar 24, 2005",12.0,9209,4490,7575.0,6.19
17528,1162,Maze☆Bakunetsu Jikuu,"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']","Jul 24, 1996 to Sep 21, 1996",2.0,2494,7425,7578.0,6.19
17530,3879,Paris no Isabelle,"['Historical', 'Drama']","Apr 19, 1979 to Jul 12, 1979",13.0,532,10864,7588.0,6.19
17531,13855,Queen's Blade: Rebellion Specials,['Ecchi'],"Jun 27, 2012 to Nov 28, 2012",6.0,7100,4996,7592.0,6.19
17532,10263,Sonic X Pilot,"['Adventure', 'Comedy', 'Kids', 'Mecha', 'Sci-Fi', 'Shounen']",2001 to 2003,2.0,2817,7149,7593.0,6.19
17533,11313,Kimi no Iru Machi: Tasogare Kousaten,"['Drama', 'Romance', 'School', 'Shounen']","Mar 16, 2012 to Jun 15, 2012",2.0,33864,2392,2668.0,7.27
17534,2102,Tattoon Master,"['Adventure', 'Comedy', 'Slice of Life', 'Supernatural']","Apr 26, 1996 to Aug 23, 1996",2.0,2189,7739,7594.0,6.19
17536,28387,Joukamachi no Dandelion,"['Slice of Life', 'Comedy', 'Super Power', 'Seinen']","Jul 3, 2015 to Sep 18, 2015",12.0,114804,986,2666.0,7.27
17537,34787,Idol Time PriPara,"['Music', 'School', 'Shoujo']","Apr 4, 2017 to Mar 27, 2018",51.0,3573,6581,2665.0,7.27
17539,38203,The iDOLM@STER SideM: Wake Atte Mini!,"['Slice of Life', 'Comedy']","Oct 9, 2018 to Dec 25, 2018",12.0,2156,7780,7595.0,6.19
17540,24231,Hitsugi no Chaika: Avenging Battle,"['Action', 'Adventure', 'Comedy', 'Romance', 'Fantasy']","Oct 9, 2014 to Dec 11, 2014",10.0,146125,759,2662.0,7.27
17541,686,To Heart: Remember My Memories Specials,"['Parody', 'Martial Arts', 'Comedy', 'Super Power', 'Samurai', 'Sci-Fi']","Jan 26, 2006 to Aug 24, 2006",7.0,2677,7268,7596.0,6.19
17542,3508,Genius Party,"['Action', 'Sci-Fi', 'Music', 'Dementia', 'Psychological', 'Romance', 'Fantasy', 'Mecha']","Jul 7, 2007",7.0,27181,2713,2660.0,7.27
17543,27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,['Comedy'],"Jul 25, 1996",2.0,1751,8254,2658.0,7.27
17544,2484,Gear Fighter Dendoh,"['Action', 'Adventure', 'Mecha', 'School', 'Sci-Fi', 'Space']","Oct 4, 2000 to Jun 27, 2001",38.0,2301,7610,2659.0,7.27
17545,1299,Flag,"['Mecha', 'Military']","Jun 16, 2006 to Mar 2, 2007",13.0,14956,3664,2657.0,7.27
17546,30751,Usavich Zero,['Comedy'],"Apr 10, 2015 to Aug 28, 2015",13.0,1170,9204,7598.0,6.19
17548,16211,Bakumatsu Gijinden Roman,"['Historical', 'Fantasy']","Jan 8, 2013 to Mar 26, 2013",12.0,9344,4469,7649.0,6.17
17551,9028,Edokko Boy: Gatten Tasuke,"['Comedy', 'Martial Arts', 'Police', 'Sports']","Oct 19, 1990 to Mar 22, 1991",22.0,358,11739,7697.0,6.16
17553,310,"Chiisana Obake Acchi, Kocchi, Socchi","['Comedy', 'Supernatural']","Apr 9, 1991 to Apr 7, 1992",50.0,1491,8645,7695.0,6.16
17554,28791,Gunslinger Stratos The Animation,"['Action', 'Sci-Fi']","Apr 4, 2015 to Jun 20, 2015",12.0,61350,1639,7748.0,6.15
17557,24817,Fantasista Stella,"['Sports', 'Shounen']","Sep 18, 2014 to Feb 16, 2015",3.0,1045,9431,7746.0,6.15
17558,15979,Eureka Seven AO: Aratanari Fukaki Ao,"['Slice of Life', 'Comedy']","Oct 5, 2012 to Dec 7, 2012",10.0,4656,5915,7745.0,6.15
17559,5052,Eightman,"['Action', 'Mecha', 'Drama', 'Sci-Fi']","Nov 7, 1963 to Dec 24, 1964",56.0,1088,9347,7744.0,6.15
17560,34543,Dive!!,"['Comedy', 'Sports']","Jul 7, 2017 to Sep 22, 2017",12.0,33599,2410,7743.0,6.15
17561,841,Colorful,"['Comedy', 'Ecchi', 'Slice of Life']","Sep 6, 1999 to Sep 30, 1999",16.0,18664,3307,7742.0,6.15
17563,1283,Choujuu Densetsu Gestalt,"['Adventure', 'Comedy', 'Fantasy']","Jan 22, 1997 to Feb 21, 1997",2.0,3247,6822,7740.0,6.15
17564,1542,Brain Powerd,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Apr 8, 1998 to Nov 11, 1998",26.0,7139,4976,7739.0,6.15
17565,9613,Big X,"['Action', 'Historical', 'Sci-Fi', 'Shounen']","Mar 8, 1964 to Sep 27, 1965",59.0,572,10680,7737.0,6.15
17567,22547,Blade & Soul,"['Action', 'Adventure', 'Fantasy', 'Martial Arts']","Apr 4, 2014 to Jun 27, 2014",13.0,100303,1091,7738.0,6.15
17572,31163,Dimension W,"['Action', 'Sci-Fi', 'Seinen']","Jan 10, 2016 to Mar 27, 2016",12.0,218970,486,2654.0,7.27
17573,1484,Youma,"['Action', 'Demons', 'Fantasy', 'Horror', 'Supernatural']","May 1, 1989 to Jun 1, 1989",2.0,6125,5305,7733.0,6.16
17574,2748,Dash! Kappei,"['Comedy', 'Sports', 'Ecchi', 'Shounen']","Oct 4, 1981 to Dec 26, 1982",65.0,3835,6394,2652.0,7.27
17576,38410,Cike Wu Liuqi Fanwai,"['Action', 'Mystery', 'Comedy', 'Super Power', 'Drama', 'Romance', 'Martial Arts']","Aug 1, 2018 to Aug 22, 2018",4.0,427,11437,2651.0,7.27
17577,39277,Youkai Watch!,"['Comedy', 'Demons', 'Kids', 'Supernatural']","Apr 5, 2019 to Dec 20, 2019",36.0,668,10361,7732.0,6.17
17578,1026,Yakumotatsu,"['Adventure', 'Supernatural', 'Historical', 'Horror', 'Shoujo']","Oct 25, 1997 to Nov 25, 1997",2.0,3237,6829,7731.0,6.16
17580,6918,Wolverine,"['Action', 'Martial Arts', 'Super Power']","Jan 7, 2011 to Mar 25, 2011",12.0,19412,3238,7729.0,6.16
17581,7463,Weiß Survive R,"['Comedy', 'Ecchi', 'Game']","Dec 5, 2009 to Mar 27, 2010",12.0,9367,4457,7727.0,6.16
17583,6425,Weiß Survive,"['Game', 'Comedy', 'Ecchi']","Jun 6, 2009 to Sep 26, 2009",16.0,17629,3394,7726.0,6.16
17586,4578,Time Bokan Oudou Fukko,"['Action', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi']","Nov 26, 1993 to Jan 1, 1994",2.0,1425,8752,7722.0,6.16
17587,5923,Utsunomiko: Heaven Chapter,"['Adventure', 'Demons', 'Fantasy']","Oct 24, 1990 to Feb 19, 1992",13.0,592,10619,7724.0,6.16
17588,32571,Shounen Ashibe: Go! Go! Goma-chan,"['Slice of Life', 'Comedy', 'Seinen']","Apr 5, 2016 to Feb 21, 2017",32.0,2422,7493,7719.0,6.16
17589,11547,Sengoku☆Paradise Kiwami,"['Action', 'Comedy', 'Drama', 'Historical', 'Romance', 'Samurai', 'Shoujo']","Oct 4, 2011 to Mar 27, 2012",26.0,4364,6069,7718.0,6.16
17592,20555,SoniAni: Super Sonico The Animation,"['Music', 'Slice of Life']","Jan 6, 2014 to Mar 24, 2014",12.0,63243,1610,7720.0,6.16
17597,5723,Mobile Suit Gundam: More Information on the Universal Century,"['Military', 'Sci-Fi', 'Space', 'Mecha']","Oct 25, 1996 to Jul 25, 1999",10.0,2234,7683,7712.0,6.16
17600,1736,B'T X Neo,"['Action', 'Adventure', 'Shounen']","Aug 21, 1997 to Jan 21, 1998",14.0,3842,6389,2647.0,7.27
17601,15711,Bakuman.: Deraman.,"['Comedy', 'School', 'Shounen']","Sep 29, 2012 to Jan 2, 2013",2.0,12267,3983,2648.0,7.27
17602,550,Yu☆Gi☆Oh!,"['Action', 'Game', 'Comedy', 'Fantasy', 'Shounen']","Apr 4, 1998 to Oct 10, 1998",27.0,144437,769,2645.0,7.28
17603,30740,Young Black Jack,"['Historical', 'Drama', 'Seinen']","Oct 2, 2015 to Dec 18, 2015",12.0,62612,1622,2644.0,7.28
17606,34604,UQ Holder!: Mahou Sensei Negima! 2 (OVA),"['Action', 'Sci-Fi', 'Magic', 'Fantasy', 'Shounen']","Sep 8, 2017 to Jun 8, 2018",3.0,13858,3799,2642.0,7.28
17607,27899,Tokyo Ghoul √A,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']","Jan 9, 2015 to Mar 27, 2015",12.0,900769,43,2641.0,7.28
17608,13073,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,"['Sports', 'Shounen']","Aug 26, 2011 to Oct 26, 2011",2.0,3844,6391,2640.0,7.28
17609,3880,Makyou Densetsu Acrobunch,"['Mecha', 'Sci-Fi', 'Shounen']","May 5, 1982 to Dec 24, 1982",24.0,670,10339,7711.0,6.16
17611,33004,Tanaka-kun wa Kyou mo Kedaruge,"['Comedy', 'School']","Apr 7, 2016 to Jul 1, 2016",35.0,21691,3070,2639.0,7.28
17613,173,Tactics,"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']","Oct 6, 2004 to Mar 30, 2005",25.0,34017,2386,2638.0,7.28
17614,16636,Kotoura-san: Haruka no Heya,"['Comedy', 'School']","Dec 7, 2012 to Jan 11, 2013",6.0,16226,3549,7708.0,6.16
17616,36196,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,"['Comedy', 'Fantasy', 'Parody']","Jan 9, 2018 to Mar 27, 2018",12.0,3595,6562,7706.0,6.16
17617,36996,Jian Wangchao,"['Action', 'Historical']","Apr 26, 2017 to Jul 5, 2017",12.0,1882,8101,7705.0,6.16
17618,6875,Iron Man,"['Action', 'Mecha', 'Drama']","Oct 1, 2010 to Dec 17, 2010",12.0,22090,3035,7704.0,6.16
17619,8934,Star Driver: Kagayaki no Takuto,"['Action', 'Romance', 'Mecha', 'Shounen']","Oct 3, 2010 to Apr 3, 2011",25.0,88891,1213,2637.0,7.28
17620,7723,Hipira-kun,"['Comedy', 'Fantasy', 'Kids', 'Supernatural', 'Vampire']","Dec 21, 2009 to Dec 25, 2009",10.0,2565,7360,7703.0,6.16
17621,8763,Hajime Ningen Gyatoruz,"['Comedy', 'Historical']","Oct 5, 1974 to Mar 27, 1976",77.0,374,11650,7702.0,6.16
17622,3020,Gu-Gu Ganmo,"['Comedy', 'School', 'Shounen', 'Slice of Life']","Mar 18, 1984 to Mar 17, 1985",50.0,549,10779,7701.0,6.16
17625,17167,Akai Koudan Zillion Recaps,"['Sci-Fi', 'Adventure']","Jul 21, 1987 to Aug 21, 1988",3.0,520,10939,7692.0,6.16
17626,20355,Zeonic Toyota Special Movie,['Cars'],"Aug 25, 2013 to Sep 23, 2015",2.0,2088,7873,7691.0,6.17
17627,204,Yumeria,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']","Jan 9, 2004 to Mar 26, 2004",12.0,23083,2971,7689.0,6.17
17628,2366,Touma Kishinden Oni,['Supernatural'],"Oct 5, 1995 to Mar 21, 1996",25.0,602,10590,7687.0,6.17
17631,31669,Takamiya Nasuno Desu!: Teekyuu Spin-off Specials,"['Comedy', 'Shounen']","Aug 28, 2015",2.0,1716,8292,7682.0,6.17
17633,25635,Space☆Dandy Picture Drama,"['Space', 'Comedy', 'Sci-Fi']","Jul 25, 2014 to Aug 27, 2014",2.0,3844,6399,7680.0,6.17
17634,37388,Souten no Ken: Regenesis 2nd Season,"['Action', 'Historical', 'Martial Arts']","Oct 2, 2018 to Dec 18, 2018",12.0,3066,6977,7679.0,6.17
17635,2714,Sotsugyou: Graduation,"['Drama', 'School']","Jan 21, 1995 to Feb 21, 1995",2.0,880,9784,7677.0,6.17
17636,854,Soul Link,"['Action', 'Adventure', 'Space', 'Comedy', 'Romance', 'Military', 'Sci-Fi']","Apr 2, 2006 to Jun 25, 2006",12.0,18288,3338,7678.0,6.17
17637,9424,Seupideuwang Beongae,"['Action', 'Game', 'School', 'Shounen', 'Sports']","May 18, 1998 to Aug 18, 1998",26.0,450,11226,7675.0,6.17
17642,30686,Pokemon XY: Hoopa no Odemashi Daisakusen!!,"['Comedy', 'Fantasy', 'Kids']","Apr 23, 2015 to May 28, 2015",6.0,2887,7110,7671.0,6.17
17648,1850,Haou Daikei Ryuu Knight: Adeu Legend II,"['Action', 'Adventure', 'Fantasy', 'Mecha']","Dec 18, 1995 to Apr 25, 1996",3.0,619,10523,7660.0,6.17
17650,8065,Karakuri Kengou Den Musashi Lord,"['Action', 'Adventure', 'Mecha']","Oct 3, 1990 to Sep 25, 1991",50.0,383,11602,7663.0,6.17
17651,8899,Kaitei Shounen Marine,"['Action', 'Adventure', 'Kids', 'Sci-Fi']","Jan 13, 1969 to Sep 2, 1971",65.0,424,11350,7662.0,6.17
